tweet,cn,offensive,stance,informativeness,felicity,tweet_id
"@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b",But why? Just because you don't like to see them? lol you're not that important.,3,3,3,3,778
"@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b",In fact it is sad that you refer to immigrants as a plague. The only thing you do is to expose your xenophobia....,3,3,3,3,778
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The madness we need to stop is not Muslim immigration but xenophobous hate spreaders like you.,3,3,3,3,321
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The only ones fed up with Muslim immigration are the xenophobous. Europe is fed up with xenophobia,3,3,3,3,321
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,Are you speaking in the name of all Europe all their countries and all their people? Are you the president of Europe?,3,3,3,3,321
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,Why don't we improve the immigration system reinforcing controls and favoring legal immigration? I think it makes much more sense to solve it this way.,3,3,3,3,658
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,I don't think India has it really bad. I don't see how a few migrants could make a country " reel "...,3,3,3,3,658
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,So we are going to do what will ensure that we win the election and not what is right? Don't count with me.,3,3,3,3,183
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,Or perhaps entering into a lie. Your truth is not the only one you know....,3,3,3,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,Or maybe we could not force them into this situation by revising our archaic laws...,3,3,3,3,598
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,That is not true most try to enter the country legally. Some do others are rejected just because of their religion which by the way is illegal.,3,3,3,3,598
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,Have you seen them? When? because I haven't...,3,3,3,3,598
@user @user americas public assistance medicare medicaid ss et al are strained and americans "benefits" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge,That's an excuse for not letting them in. Everyone is potentially sick even citizens.,3,3,3,3,277
@user @user americas public assistance medicare medicaid ss et al are strained and americans "benefits" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge,The fact that some foreigners require assistance does not make Americans "without resources".,3,3,3,3,277
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,It is not true that taxes increase if there are more immigrants so it makes no sense what you are proposing.,3,3,3,3,136
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Oh the old lie of the "cost" of immigrants.... The truth is that everything is within the budget nothing is being taken away from anyone.,3,3,3,3,136
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Perhaps it is easier to assume that the people making the claim have no idea what is going on than to think that we might be wrong. But we are lying ourselves.,3,3,3,3,136
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Wanting to protect its borders is natural. Not letting in a single refugee is xenophobic and not at all humanitarian....,3,3,3,3,737
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Come on... "Refugee storage" means then that there are no opportunities in this country... and we both know that this is not true...,3,3,3,3,737
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,I can't decide which is worse. that you without hesitation propose concentration camps or the fact that you actually believe that systematically killing people and covering it up would be cheaper,3,3,3,3,641
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,Where did you get that Turkey receives money to keep out immigrants? no sources no credibility.,3,3,3,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any evidence that in Cologne and in the Nordic countries people's quality of life is worst because of immigrants?,3,3,3,3,5
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Refugees are hard working people like anyone else that went to a hard situation and were forced to migrate. Helping them means a small effort that doesn't change our quality of life and shows that we are still humans,3,3,3,3,5
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any proof that in the Nordic countries and Others no one trust any refugees? You shouldn't speak for others,3,3,3,3,5
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,Some italians are calling for people to be deported based on that they don't like them praying in the street. But in Rome and the Vatican Christians block the street all the time. I think they need a better excuse for xenophobia.,3,3,3,3,93
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,Not all immigrants are religious and not only the religious immigrants block the streets to pray,3,3,3,3,93
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,I've never seen immigrant blocking an entire street to pray. Do you have an example or proof?,3,3,3,3,93
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,Do you realize that this is a product of repressive policies like the one you propose and not the other way around? You could start thinking about other solutions...,3,3,3,3,257
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't know if it's true but if it is maybe it's the result of the policy of separating families...,3,3,3,3,257
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't believe this news is real at all.... Too convenient for your xenophobia,3,3,3,3,257
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm,I understand the relationship between refugees and slaves that you state and you're just wrong.,3,3,3,3,165
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm,No one wants slaves. Even less to enslave you.,3,3,3,3,165
hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these "drowning refugees" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov,Are you suggesting that there are no Muslim refugees? How conspiranoid,3,3,3,3,218
hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these "drowning refugees" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov,a czech tourist discovered a worldwide conspiracy what are the odds? Let me tell you zero.,3,3,3,3,218
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,Tourists will not come because they are afraid of... people? I don't think so...,3,3,3,3,130
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,If they have not been registered you cannot know how many there are.,3,3,3,3,130
" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu",If they were only concerned about the "quality" of the immigrants as they say then they wouldn't worry about "quantity" don't you think?,3,3,3,3,809
" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu",I mean... It could be worse but... is there really a justification for such a low number? It looks like a decision motivated entirely by xenophobia.,3,3,3,3,809
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user,There is no such thing as Sanctuary Cities.,3,3,3,3,389
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,I don't get it so you care about the safety of immigrants? Great but that's not the best solution. We should regulate not prohibit,3,3,3,3,101
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive,Oh no! Are you telling me he died by "bond"? Come on...,3,3,3,3,101
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",The fact that they come from another country does not give us the right to run them. At the end of the day we all come from somewhere else.,3,3,3,3,124
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",I never understood why "dogs" as an insult. I mean not that man's best friend?,3,3,3,3,124
@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied "immigrants have a country or they wouldnt be immigrants ",When you live far away from "your country" and the country where you live does not recognize you well no you don't have a country. And that's not right,3,3,3,3,124
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,Are you implying that immigration is out of control just because 100 doctors came from abroad? Do you know how many people live in this country?,3,3,3,3,47
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,The only thing that has gone crazy are the xenophobic ignorants like you,3,3,3,3,47
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,And you think that Nurse Practitioners are being poorly paid because 100 doctors came from abroad?,3,3,3,3,47
"@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b",But why? Just because you don't like to see them? lol you're not that important.,3,3,3,3,778
"@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b",In fact it is sad that you refer to immigrants as a plague. The only thing you do is to expose your xenophobia....,3,3,3,3,778
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The madness we need to stop is not Muslim immigration but xenophobous hate spreaders like you.,3,3,3,3,321
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,The only ones fed up with Muslim immigration are the xenophobous. Europe is fed up with xenophobia,3,3,3,3,321
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user,Are you speaking in the name of all Europe all their countries and all their people? Are you the president of Europe?,3,3,3,3,321
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,Why don't we improve the immigration system reinforcing controls and favoring legal immigration? I think it makes much more sense to solve it this way.,3,3,3,3,658
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population,I don't think India has it really bad. I don't see how a few migrants could make a country " reel "...,3,3,3,3,658
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,So we are going to do what will ensure that we win the election and not what is right? Don't count with me.,3,3,3,3,183
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca,Or perhaps entering into a lie. Your truth is not the only one you know....,3,3,3,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,Or maybe we could not force them into this situation by revising our archaic laws...,3,3,3,3,598
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,That is not true most try to enter the country legally. Some do others are rejected just because of their religion which by the way is illegal.,3,3,3,3,598
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall,Have you seen them? When? because I haven't...,3,3,3,3,598
@user @user americas public assistance medicare medicaid ss et al are strained and americans "benefits" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge,That's an excuse for not letting them in. Everyone is potentially sick even citizens.,3,3,3,3,277
@user @user americas public assistance medicare medicaid ss et al are strained and americans "benefits" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge,The fact that some foreigners require assistance does not make Americans "without resources".,3,3,3,3,277
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,It is not true that taxes increase if there are more immigrants so it makes no sense what you are proposing.,3,3,3,3,136
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Oh the old lie of the "cost" of immigrants.... The truth is that everything is within the budget nothing is being taken away from anyone.,3,3,3,3,136
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Perhaps it is easier to assume that the people making the claim have no idea what is going on than to think that we might be wrong. But we are lying ourselves.,3,3,3,3,136
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Wanting to protect its borders is natural. Not letting in a single refugee is xenophobic and not at all humanitarian....,3,3,3,3,737
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Come on... "Refugee storage" means then that there are no opportunities in this country... and we both know that this is not true...,3,3,3,3,737
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,I can't decide which is worse. that you without hesitation propose concentration camps or the fact that you actually believe that systematically killing people and covering it up would be cheaper,3,3,3,3,641
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,Where did you get that Turkey receives money to keep out immigrants? no sources no credibility.,3,3,3,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any evidence that in Cologne and in the Nordic countries people's quality of life is worst because of immigrants?,3,3,3,3,5
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Refugees are hard working people like anyone else that went to a hard situation and were forced to migrate. Helping them means a small effort that doesn't change our quality of life and shows that we are still humans,3,3,3,3,5
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any proof that in the Nordic countries and Others no one trust any refugees? You shouldn't speak for others,3,3,3,3,5
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,Some italians are calling for people to be deported based on that they don't like them praying in the street. But in Rome and the Vatican Christians block the street all the time. I think they need a better excuse for xenophobia.,3,3,3,3,93
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,Not all immigrants are religious and not only the religious immigrants block the streets to pray,3,3,3,3,93
street interview whit italians "send all migrants back to where they came from they block streets to pray " - free speech time - https://t co/d5dqr8pg3r @user,I've never seen immigrant blocking an entire street to pray. Do you have an example or proof?,3,3,3,3,93
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,Do you realize that this is a product of repressive policies like the one you propose and not the other way around? You could start thinking about other solutions...,3,3,3,3,257
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't know if it's true but if it is maybe it's the result of the policy of separating families...,3,3,3,3,257
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't believe this news is real at all.... Too convenient for your xenophobia,3,3,3,3,257
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm,I understand the relationship between refugees and slaves that you state and you're just wrong.,3,3,3,3,165
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm,No one wants slaves. Even less to enslave you.,3,3,3,3,165
hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these "drowning refugees" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov,Are you suggesting that there are no Muslim refugees? How conspiranoid,3,3,3,3,218
hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these "drowning refugees" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov,a czech tourist discovered a worldwide conspiracy what are the odds? Let me tell you zero.,3,3,3,3,218
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,Tourists will not come because they are afraid of... people? I don't think so...,3,3,3,3,130
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,If they have not been registered you cannot know how many there are.,3,3,3,3,130
" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu",If they were only concerned about the "quality" of the immigrants as they say then they wouldn't worry about "quantity" don't you think?,3,3,3,3,809
" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu",I mean... It could be worse but... is there really a justification for such a low number? It looks like a decision motivated entirely by xenophobia.,3,3,3,3,809
