,tweet,cn,offensive,stance,informativeness,felicity,tweet_id
361,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,Perhaps it is easier to assume that the people making the claim have no idea what is going on than to think that we might be wrong. But we are lying ourselves.,3,3,3,3,136
362,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,Wanting to protect its borders is natural. Not letting in a single refugee is xenophobic and not at all humanitarian....,3,3,3,3,737
363,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s,"Come on... ""Refugee storage"" means then that there are no opportunities in this country... and we both know that this is not true...",3,3,3,3,737
364,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,I can't decide which is worse. that you without hesitation propose concentration camps or the fact that you actually believe that systematically killing people and covering it up would be cheaper,3,3,3,3,641
365,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo,Where did you get that Turkey receives money to keep out immigrants? no sources no credibility.,3,3,3,3,641
366,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any evidence that in Cologne and in the Nordic countries people's quality of life is worst because of immigrants?,3,3,3,3,5
367,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Refugees are hard working people like anyone else that went to a hard situation and were forced to migrate. Helping them means a small effort that doesn't change our quality of life and shows that we are still humans,3,3,3,3,5
368,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u,Do you have any proof that in the Nordic countries and Others no one trust any refugees? You shouldn't speak for others,3,3,3,3,5
369,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",Some italians are calling for people to be deported based on that they don't like them praying in the street. But in Rome and the Vatican Christians block the street all the time. I think they need a better excuse for xenophobia.,3,3,3,3,93
370,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",Not all immigrants are religious and not only the religious immigrants block the streets to pray,3,3,3,3,93
371,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user",I've never seen immigrant blocking an entire street to pray. Do you have an example or proof?,3,3,3,3,93
372,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,Do you realize that this is a product of repressive policies like the one you propose and not the other way around? You could start thinking about other solutions...,3,3,3,3,257
373,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't know if it's true but if it is maybe it's the result of the policy of separating families...,3,3,3,3,257
374,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe,I don't believe this news is real at all.... Too convenient for your xenophobia,3,3,3,3,257
375,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov",Are you suggesting that there are no Muslim refugees? How conspiranoid,3,3,3,3,218
376,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov",a czech tourist discovered a worldwide conspiracy what are the odds? Let me tell you zero.,3,3,3,3,218
377,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,Tourists will not come because they are afraid of... people? I don't think so...,3,3,3,3,130
378,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr,If they have not been registered you cannot know how many there are.,3,3,3,3,130
